Start,Slut,NO2 (115),NOX as NO2 (114),PM10 (116),PM2.5 (111)
10-02-2016 04:00,10-02-2016 05:00,9.5,10,13.5,5.5
10-02-2016 05:00,10-02-2016 06:00,10.6,13,11.2,5.1
10-02-2016 06:00,10-02-2016 07:00,20.5,25.8,13.7,6.6
10-02-2016 07:00,10-02-2016 08:00,44.1,89.6,13.6,6.9
10-02-2016 08:00,10-02-2016 09:00,49.5,88.5,10,5.4
10-02-2016 09:00,10-02-2016 10:00,60.6,142.8,9.7,3.8
10-02-2016 10:00,10-02-2016 11:00,62.6,184.8,6.3,3.4
10-02-2016 11:00,10-02-2016 12:00,30.8,67.5,9.9,6.2
10-02-2016 12:00,10-02-2016 13:00,28.6,38.2,15,11.3
10-02-2016 13:00,10-02-2016 14:00,47.3,104.8,9.8,5.8
10-02-2016 14:00,10-02-2016 15:00,45.3,81.1,8.2,2.6
10-02-2016 15:00,10-02-2016 16:00,47,88.9,7.8,1.9
10-02-2016 16:00,10-02-2016 17:00,42.2,82.6,10,3.4
10-02-2016 17:00,10-02-2016 18:00,35.3,65,9.3,4.2
10-02-2016 18:00,10-02-2016 19:00,40.3,108.2,10,5.1
10-02-2016 19:00,10-02-2016 20:00,45.3,114.7,10,5.8
10-02-2016 20:00,10-02-2016 21:00,42.9,93,10.5,6
10-02-2016 21:00,10-02-2016 22:00,36.7,71.8,8.2,5.9
10-02-2016 22:00,10-02-2016 23:00,30.8,79.5,6.7,4.6
10-02-2016 23:00,11-02-2016 00:00,31,90.4,4,3.7
11-02-2016 00:00,11-02-2016 01:00,24.3,46.3,3.2,4.8
11-02-2016 01:00,11-02-2016 02:00,12.4,21.4,1.3,2.8
11-02-2016 02:00,11-02-2016 03:00,18.5,35.4,1.1,1.1
11-02-2016 03:00,11-02-2016 04:00,22.3,52.6,1.9,1.3
11-02-2016 04:00,11-02-2016 05:00,17.9,33.3,1.8,1.8
11-02-2016 05:00,11-02-2016 06:00,25.4,56.3,1.5,1.3
11-02-2016 06:00,11-02-2016 07:00,61.4,207,3.5,1.5
11-02-2016 07:00,11-02-2016 08:00,81.4,295.3,6.9,1.6
11-02-2016 08:00,11-02-2016 09:00,66.4,280.2,7.1,1.8
11-02-2016 09:00,11-02-2016 10:00,68.7,227.8,7.9,2
11-02-2016 10:00,11-02-2016 11:00,51.5,186.9,5.5,1.4
11-02-2016 11:00,11-02-2016 12:00,36.7,98.5,4.9,1.2
11-02-2016 12:00,11-02-2016 13:00,42.3,144.1,6.8,1.5
11-02-2016 13:00,11-02-2016 14:00,58,148.7,28.3,2.6
11-02-2016 14:00,11-02-2016 15:00,52.5,152.1,46.6,3.5
11-02-2016 15:00,11-02-2016 16:00,51.6,139,26.5,2.4
11-02-2016 16:00,11-02-2016 17:00,57.9,134.4,5.9,1.3
11-02-2016 17:00,11-02-2016 18:00,47.5,102.9,16.7,2.1
11-02-2016 18:00,11-02-2016 19:00,39.5,73.9,20.7,2.6
11-02-2016 19:00,11-02-2016 20:00,31.6,70.8,24,3
11-02-2016 20:00,11-02-2016 21:00,39.8,96.2,25.3,2.8
11-02-2016 21:00,11-02-2016 22:00,40.3,92.8,21.4,2.7
11-02-2016 22:00,11-02-2016 23:00,25.2,47.2,22.9,3.1
11-02-2016 23:00,12-02-2016 00:00,18.8,40.8,17.4,2.3
12-02-2016 00:00,12-02-2016 01:00,20,34.3,20,2.5
12-02-2016 01:00,12-02-2016 02:00,15.5,42.4,14.8,2
12-02-2016 02:00,12-02-2016 03:00,17.1,31.2,9.5,1.5
12-02-2016 03:00,12-02-2016 04:00,12,21.2,4.5,1.1
12-02-2016 04:00,12-02-2016 05:00,8.3,14.7,5,1.8
12-02-2016 05:00,12-02-2016 06:00,12,26.6,5,1.3
12-02-2016 06:00,12-02-2016 07:00,40.1,90.4,8.4,1.6
12-02-2016 07:00,12-02-2016 08:00,64.3,171.1,6.9,1.4
12-02-2016 08:00,12-02-2016 09:00,63.2,180.7,10.1,1.3
12-02-2016 09:00,12-02-2016 10:00,80.2,214,7.8,1.5
12-02-2016 10:00,12-02-2016 11:00,69.7,226.7,9.7,1.9
12-02-2016 11:00,12-02-2016 12:00,54,130.8,8.6,1.3
12-02-2016 12:00,12-02-2016 13:00,74.8,241.7,9.8,1.8
12-02-2016 13:00,12-02-2016 14:00,68.9,235.7,7.7,1.2
12-02-2016 14:00,12-02-2016 15:00,88.4,271.9,11.6,1.5
12-02-2016 15:00,12-02-2016 16:00,80.3,197.8,9.1,1.6
12-02-2016 16:00,12-02-2016 17:00,82.1,194.4,7,1.8
12-02-2016 17:00,12-02-2016 18:00,78.1,174.4,6.6,1.6
12-02-2016 18:00,12-02-2016 19:00,57.5,117.5,9.7,5.2
12-02-2016 19:00,12-02-2016 20:00,55.7,118.3,3.5,1.7
12-02-2016 20:00,12-02-2016 21:00,34.5,61.8,3.1,2.3
12-02-2016 21:00,12-02-2016 22:00,28.2,47.9,4.2,2.2
12-02-2016 22:00,12-02-2016 23:00,29.6,51.8,4.3,1.9
12-02-2016 23:00,13-02-2016 00:00,30.6,67.2,4.7,2
13-02-2016 00:00,13-02-2016 01:00,43.1,112.4,8,2.4
13-02-2016 01:00,13-02-2016 02:00,45.2,102.8,10.9,2.8
13-02-2016 02:00,13-02-2016 03:00,17.5,24.9,6.9,2
13-02-2016 03:00,13-02-2016 04:00,9.4,12.2,3.2,1.1
13-02-2016 04:00,13-02-2016 05:00,16.3,27.2,3.7,1.2
13-02-2016 05:00,13-02-2016 06:00,13.3,18,3.1,1.1
13-02-2016 06:00,13-02-2016 07:00,14.6,19.2,0.6,0.8
13-02-2016 07:00,13-02-2016 08:00,22.8,36.7,2.9,1
13-02-2016 08:00,13-02-2016 09:00,21.1,30,6.3,1.4
13-02-2016 09:00,13-02-2016 10:00,22.6,42.5,3.3,1.3
13-02-2016 10:00,13-02-2016 11:00,26.7,45.5,4.3,1.1
13-02-2016 11:00,13-02-2016 12:00,20.8,32.6,5.2,1.4
13-02-2016 12:00,13-02-2016 13:00,34.8,62.9,7.7,1.6
13-02-2016 13:00,13-02-2016 14:00,27.3,43.7,9.2,1.6
13-02-2016 14:00,13-02-2016 15:00,27.7,38.8,9.2,1.7
13-02-2016 15:00,13-02-2016 16:00,33.5,49,10.1,2
13-02-2016 16:00,13-02-2016 17:00,36.2,49.6,8.1,2.6
13-02-2016 17:00,13-02-2016 18:00,30.1,37.2,10.8,2.7
13-02-2016 18:00,13-02-2016 19:00,26.6,30.3,12.7,3
13-02-2016 19:00,13-02-2016 20:00,32.6,43.3,15.4,4.8
13-02-2016 20:00,13-02-2016 21:00,41,73.9,8.4,5.4
13-02-2016 21:00,13-02-2016 22:00,47.2,85,10.6,5.8
13-02-2016 22:00,13-02-2016 23:00,28.3,47.6,8.3,5.4
13-02-2016 23:00,14-02-2016 00:00,18.9,24.6,7.7,6.6
14-02-2016 00:00,14-02-2016 01:00,17.4,20.8,9.1,9.3
14-02-2016 01:00,14-02-2016 02:00,15.1,18.4,10.8,11.9
14-02-2016 02:00,14-02-2016 03:00,57.7,146.6,14.2,10.2
14-02-2016 03:00,14-02-2016 04:00,35.4,72.5,8.2,6.4
14-02-2016 04:00,14-02-2016 05:00,36.7,69.8,4.3,6.4
14-02-2016 05:00,14-02-2016 06:00,22.2,39.3,3.3,5
14-02-2016 06:00,14-02-2016 07:00,31.2,44.4,4.3,4.8
14-02-2016 07:00,14-02-2016 08:00,39.7,63.8,5.8,5.4
14-02-2016 08:00,14-02-2016 09:00,37.6,83.7,4.6,6
14-02-2016 09:00,14-02-2016 10:00,40.2,88.6,4.1,3.7
14-02-2016 10:00,14-02-2016 11:00,49.2,123.5,5.2,3.3
14-02-2016 11:00,14-02-2016 12:00,43.4,90.3,5.8,3.1
14-02-2016 12:00,14-02-2016 13:00,75.4,196.8,8.5,4.1
14-02-2016 13:00,14-02-2016 14:00,62.3,166,9.5,3.4
14-02-2016 14:00,14-02-2016 15:00,63.3,168.7,7.5,3.1
14-02-2016 15:00,14-02-2016 16:00,59,138.1,6.9,3.4
14-02-2016 16:00,14-02-2016 17:00,61.5,152.6,6.5,4.1
14-02-2016 17:00,14-02-2016 18:00,58,137.4,10,5.4
14-02-2016 18:00,14-02-2016 19:00,42.4,80.3,8.8,6.7
14-02-2016 19:00,14-02-2016 20:00,35.4,74,7.6,5.9
14-02-2016 20:00,14-02-2016 21:00,34.4,79,5.6,4.2
14-02-2016 21:00,14-02-2016 22:00,32.5,71.3,7.4,3
14-02-2016 22:00,14-02-2016 23:00,24.6,59.6,4.4,2.4
14-02-2016 23:00,15-02-2016 00:00,17.7,29.3,3.9,1.9
15-02-2016 00:00,15-02-2016 01:00,12.8,19.4,4.1,1.9
15-02-2016 01:00,15-02-2016 02:00,17.9,62.5,4.8,2.6
15-02-2016 02:00,15-02-2016 03:00,7.6,11.3,3.1,2.3
15-02-2016 03:00,15-02-2016 04:00,3.6,3.7,3.4,2.3
15-02-2016 04:00,15-02-2016 05:00,6.3,8.1,5.2,2.6
15-02-2016 05:00,15-02-2016 06:00,17.2,30.9,6.5,2.6
15-02-2016 06:00,15-02-2016 07:00,36.6,90.8,7.6,2.5
15-02-2016 07:00,15-02-2016 08:00,69.7,252.5,10.4,2.7
15-02-2016 08:00,15-02-2016 09:00,89.5,256.4,15.1,3.5
15-02-2016 09:00,15-02-2016 10:00,79.9,274.8,12.1,3.7
15-02-2016 10:00,15-02-2016 11:00,71.8,268.7,14.8,4.2
15-02-2016 11:00,15-02-2016 12:00,56.4,203.8,14.2,4.1
15-02-2016 12:00,15-02-2016 13:00,62.1,187.7,,6.1
15-02-2016 13:00,15-02-2016 14:00,65.3,182,,6.6
15-02-2016 14:00,15-02-2016 15:00,63.3,232.1,,4.6
15-02-2016 15:00,15-02-2016 16:00,79.3,271,18.1,4.7
15-02-2016 16:00,15-02-2016 17:00,76.7,185.2,20.5,4.3
15-02-2016 17:00,15-02-2016 18:00,65.5,159.6,23,4.3
15-02-2016 18:00,15-02-2016 19:00,59.7,129.8,19.2,4.5
15-02-2016 19:00,15-02-2016 20:00,47,82.7,13.7,4.6
15-02-2016 20:00,15-02-2016 21:00,50.1,128.6,14.6,4.5
15-02-2016 21:00,15-02-2016 22:00,46.8,110.4,16,5
15-02-2016 22:00,15-02-2016 23:00,42.2,100,15.6,4.4
15-02-2016 23:00,16-02-2016 00:00,33.5,55.7,13.2,3.7
16-02-2016 00:00,16-02-2016 01:00,29.1,52.4,19.3,3.8
16-02-2016 01:00,16-02-2016 02:00,25.1,48.8,12.8,3.3
16-02-2016 02:00,16-02-2016 03:00,26.9,50,12.4,2.8
16-02-2016 03:00,16-02-2016 04:00,19.1,32.4,11.5,2.4
16-02-2016 04:00,16-02-2016 05:00,17.4,23.6,10.1,2.4
16-02-2016 05:00,16-02-2016 06:00,31.5,63.1,10.6,2.4
16-02-2016 06:00,16-02-2016 07:00,72.4,256.8,14,2.9
16-02-2016 07:00,16-02-2016 08:00,102.8,422,22.7,3.6
16-02-2016 08:00,16-02-2016 09:00,99.8,394.4,20.7,3.4
16-02-2016 09:00,16-02-2016 10:00,99.6,397.4,17.6,2.9
16-02-2016 10:00,16-02-2016 11:00,96.7,373.3,18.9,2.8
16-02-2016 11:00,16-02-2016 12:00,103.6,380.8,24.9,4.1
16-02-2016 12:00,16-02-2016 13:00,91,318.2,24.8,3.6
16-02-2016 13:00,16-02-2016 14:00,85.5,293,24.1,4
16-02-2016 14:00,16-02-2016 15:00,93.5,242,32.7,3.9
16-02-2016 15:00,16-02-2016 16:00,95.5,293.2,29.4,3.5
16-02-2016 16:00,16-02-2016 17:00,117.3,412.2,30.3,3.4
16-02-2016 17:00,16-02-2016 18:00,98.3,259.7,29.1,4.6
16-02-2016 18:00,16-02-2016 19:00,101.1,308.6,27.8,5.4
16-02-2016 19:00,16-02-2016 20:00,60.7,113.5,21.9,4.6
16-02-2016 20:00,16-02-2016 21:00,57.9,106.2,20.3,4.7
16-02-2016 21:00,16-02-2016 22:00,81,263.3,16.9,3.7
16-02-2016 22:00,16-02-2016 23:00,43.7,85.1,15.7,2.9
16-02-2016 23:00,17-02-2016 00:00,30.3,54.8,14.7,2.3
17-02-2016 00:00,17-02-2016 01:00,41,65.7,11.8,2.3
17-02-2016 01:00,17-02-2016 02:00,34,51.3,13.9,2.2
17-02-2016 02:00,17-02-2016 03:00,22.8,37,11.7,1.8
17-02-2016 03:00,17-02-2016 04:00,16.4,16.7,10.9,1.7
17-02-2016 04:00,17-02-2016 05:00,21.3,26.7,11.5,1.8
17-02-2016 05:00,17-02-2016 06:00,29.6,46.5,13.9,1.8
17-02-2016 06:00,17-02-2016 07:00,83.2,306.5,16.4,3.2
17-02-2016 07:00,17-02-2016 08:00,88.6,245.1,21.9,4.7
17-02-2016 08:00,17-02-2016 09:00,97.5,314.5,23.6,5.4
17-02-2016 09:00,17-02-2016 10:00,81.3,240.4,40.8,6.2
17-02-2016 10:00,17-02-2016 11:00,70.7,211.2,127,12.1
17-02-2016 11:00,17-02-2016 12:00,56.8,125,130.7,13.7
17-02-2016 12:00,17-02-2016 13:00,60.8,184.4,121.4,12.8
17-02-2016 13:00,17-02-2016 14:00,62.6,150.7,77.8,8.9
17-02-2016 14:00,17-02-2016 15:00,63.1,150.6,91.5,10.2
17-02-2016 15:00,17-02-2016 16:00,54.4,115.7,78.9,7.5
17-02-2016 16:00,17-02-2016 17:00,50.7,110.5,51.6,6.6
17-02-2016 17:00,17-02-2016 18:00,54,100.9,24.6,4.7
17-02-2016 18:00,17-02-2016 19:00,42.4,68.2,14.9,3.6
17-02-2016 19:00,17-02-2016 20:00,32.3,42.9,13.7,2.6
17-02-2016 20:00,17-02-2016 21:00,39.7,60.2,13.5,2.7
17-02-2016 21:00,17-02-2016 22:00,45.5,75.3,16.3,3.2
17-02-2016 22:00,17-02-2016 23:00,35.2,53.7,16.4,3.9
17-02-2016 23:00,18-02-2016 00:00,25.5,32.8,15,3.9
18-02-2016 00:00,18-02-2016 01:00,18,21,12.1,2.6
18-02-2016 01:00,18-02-2016 02:00,16.1,17.4,10.4,1.8
18-02-2016 02:00,18-02-2016 03:00,18.7,22.2,10.3,1.8
18-02-2016 03:00,18-02-2016 04:00,17.7,35.8,10.3,2.1
18-02-2016 04:00,18-02-2016 05:00,11.1,13.8,10.8,2.1
18-02-2016 05:00,18-02-2016 06:00,16.8,20.1,13.4,3.1
18-02-2016 06:00,18-02-2016 07:00,25,30.8,8.9,2.3
18-02-2016 07:00,18-02-2016 08:00,40.3,57.9,12.3,2.5
18-02-2016 08:00,18-02-2016 09:00,44.2,64.5,13,3.2
18-02-2016 09:00,18-02-2016 10:00,42.9,62.3,10.9,2.4
18-02-2016 10:00,18-02-2016 11:00,52.3,98.6,13,3.6
18-02-2016 11:00,18-02-2016 12:00,50,112,14.1,5.2
18-02-2016 12:00,18-02-2016 13:00,63.1,189.4,20.2,7.1
18-02-2016 13:00,18-02-2016 14:00,58.7,141.2,19.6,9.6
18-02-2016 14:00,18-02-2016 15:00,46,103.3,16.8,11.5
18-02-2016 15:00,18-02-2016 16:00,62.8,177.8,19,10.4
18-02-2016 16:00,18-02-2016 17:00,49.5,137.9,13,
18-02-2016 17:00,18-02-2016 18:00,59.3,128.1,13.4,8.2
18-02-2016 18:00,18-02-2016 19:00,65.2,169.1,12.6,6.2
18-02-2016 19:00,18-02-2016 20:00,47.1,103.9,9.7,6.2
18-02-2016 20:00,18-02-2016 21:00,54.9,144.1,12.1,6.8
18-02-2016 21:00,18-02-2016 22:00,52.9,129,12.2,7.1
18-02-2016 22:00,18-02-2016 23:00,46.8,124.6,9.9,6.5
18-02-2016 23:00,19-02-2016 00:00,37.5,81.6,9.1,6.4
19-02-2016 00:00,19-02-2016 01:00,27.4,50.7,9.1,7.2
19-02-2016 01:00,19-02-2016 02:00,27.9,55.1,9,7.7
19-02-2016 02:00,19-02-2016 03:00,29.3,60.5,8,7.7
19-02-2016 03:00,19-02-2016 04:00,19.7,33.9,9.2,8
19-02-2016 04:00,19-02-2016 05:00,21.3,44.2,10.8,8.2
19-02-2016 05:00,19-02-2016 06:00,21.4,35.9,10,8.5
19-02-2016 06:00,19-02-2016 07:00,77.1,263.9,16,9.3
19-02-2016 07:00,19-02-2016 08:00,93.9,447.7,22.6,10.6
19-02-2016 08:00,19-02-2016 09:00,92.6,385.5,20.4,11.4
19-02-2016 09:00,19-02-2016 10:00,80.5,350.7,20.9,13.1
19-02-2016 10:00,19-02-2016 11:00,80.2,365.2,22.5,14.3
19-02-2016 11:00,19-02-2016 12:00,65.6,249,21,15.1
19-02-2016 12:00,19-02-2016 13:00,78.3,361,20.2,14.7
19-02-2016 13:00,19-02-2016 14:00,72.9,250,22.5,14.5
19-02-2016 14:00,19-02-2016 15:00,91.7,255.1,22.5,15.3
19-02-2016 15:00,19-02-2016 16:00,102.8,372.2,26.4,16.4
19-02-2016 16:00,19-02-2016 17:00,97.1,314.6,24.5,17.7
19-02-2016 17:00,19-02-2016 18:00,92.8,248.8,26.8,18
19-02-2016 18:00,19-02-2016 19:00,78.6,208,27.8,19
19-02-2016 19:00,19-02-2016 20:00,67.9,196.9,26.8,19.1
19-02-2016 20:00,19-02-2016 21:00,43.8,123,24.1,18.8
19-02-2016 21:00,19-02-2016 22:00,40.3,108.6,22.7,19.1
19-02-2016 22:00,19-02-2016 23:00,43.3,86.8,24.6,19.4
19-02-2016 23:00,20-02-2016 00:00,32.7,76.5,22.2,18.9
20-02-2016 00:00,20-02-2016 01:00,39.4,92.1,22,18.4
20-02-2016 01:00,20-02-2016 02:00,34,68.6,22.1,17.9
20-02-2016 02:00,20-02-2016 03:00,32.2,58.4,19.2,17.8
20-02-2016 03:00,20-02-2016 04:00,23.7,35.8,18.5,18.2
20-02-2016 04:00,20-02-2016 05:00,18.6,23.9,18.4,18.2
20-02-2016 05:00,20-02-2016 06:00,15.7,19.7,19.6,18.6
20-02-2016 06:00,20-02-2016 07:00,14,17.9,18.9,18.8
20-02-2016 07:00,20-02-2016 08:00,15.1,16.4,19.9,18.3
20-02-2016 08:00,20-02-2016 09:00,25.5,46.7,21.3,18.4
20-02-2016 09:00,20-02-2016 10:00,25.2,36.7,19.9,18.4
20-02-2016 10:00,20-02-2016 11:00,38.7,90.9,18.4,14.9
20-02-2016 11:00,20-02-2016 12:00,30.1,69.7,16.2,12.1
20-02-2016 12:00,20-02-2016 13:00,19.4,28.1,20.2,16.1
20-02-2016 13:00,20-02-2016 14:00,19.5,27.4,21.7,16.5
20-02-2016 14:00,20-02-2016 15:00,21.7,30.6,18.8,14
20-02-2016 15:00,20-02-2016 16:00,17.7,22.6,18.5,13.7
20-02-2016 16:00,20-02-2016 17:00,16.7,20.4,16.1,12.2
20-02-2016 17:00,20-02-2016 18:00,16.9,22.4,13.1,8.2
20-02-2016 18:00,20-02-2016 19:00,20.5,29.1,11.7,8.6
20-02-2016 19:00,20-02-2016 20:00,23.4,35.6,14.5,8.3
20-02-2016 20:00,20-02-2016 21:00,29.3,41.7,15.4,8.9
20-02-2016 21:00,20-02-2016 22:00,28,54.4,12.3,7.8
20-02-2016 22:00,20-02-2016 23:00,23.8,39.5,12.4,8.7
20-02-2016 23:00,21-02-2016 00:00,24.6,43.4,11.7,8
21-02-2016 00:00,21-02-2016 01:00,23.2,43.3,12.6,6.9
21-02-2016 01:00,21-02-2016 02:00,26.3,44.6,11.3,5
21-02-2016 02:00,21-02-2016 03:00,18.2,29.2,6.5,2.8
21-02-2016 03:00,21-02-2016 04:00,13.2,17.4,6.6,1.9
21-02-2016 04:00,21-02-2016 05:00,9.5,12.3,5.9,1.7
21-02-2016 05:00,21-02-2016 06:00,6.7,8.1,7.4,1.5
21-02-2016 06:00,21-02-2016 07:00,9,12.3,6,1.5
21-02-2016 07:00,21-02-2016 08:00,13,20.7,6.5,1.8
21-02-2016 08:00,21-02-2016 09:00,21.3,42.6,6.7,1.9
21-02-2016 09:00,21-02-2016 10:00,33,98.2,6.9,1.8
21-02-2016 10:00,21-02-2016 11:00,51.8,109.5,9.1,1.9
21-02-2016 11:00,21-02-2016 12:00,52.8,109.5,8.3,1.8
21-02-2016 12:00,21-02-2016 13:00,61.6,139.9,11,2
21-02-2016 13:00,21-02-2016 14:00,74.2,175.8,12.2,2.3
21-02-2016 14:00,21-02-2016 15:00,63.6,138.5,10.4,1.7
21-02-2016 15:00,21-02-2016 16:00,65,135.6,8.3,1.3
21-02-2016 16:00,21-02-2016 17:00,62.6,137.2,6.8,1.3
21-02-2016 17:00,21-02-2016 18:00,79.7,155.9,8.4,1.9
21-02-2016 18:00,21-02-2016 19:00,40.1,116.9,9.2,2.7
21-02-2016 19:00,21-02-2016 20:00,31.3,52,9.6,3
21-02-2016 20:00,21-02-2016 21:00,29.7,41.6,9.5,3.3
21-02-2016 21:00,21-02-2016 22:00,53.4,101.7,10.7,3.7
21-02-2016 22:00,21-02-2016 23:00,21.6,33.4,11.2,3.3
21-02-2016 23:00,22-02-2016 00:00,15.7,19.7,10.6,3
22-02-2016 00:00,22-02-2016 01:00,11.4,12.4,9,2.6
22-02-2016 01:00,22-02-2016 02:00,17.6,24.7,8.5,2.6
22-02-2016 02:00,22-02-2016 03:00,18.5,23.8,9.3,2.8
22-02-2016 03:00,22-02-2016 04:00,15.5,17,9.7,2.5
22-02-2016 04:00,22-02-2016 05:00,22.4,27.7,8.3,2.5
22-02-2016 05:00,22-02-2016 06:00,43.4,75.4,11.3,2.6
22-02-2016 06:00,22-02-2016 07:00,69.9,158.5,14.1,3.4
22-02-2016 07:00,22-02-2016 08:00,102.5,359.4,15.7,3.3
22-02-2016 08:00,22-02-2016 09:00,100.6,300.5,18.4,3.5
22-02-2016 09:00,22-02-2016 10:00,89.8,215.8,15.4,3.5
22-02-2016 10:00,22-02-2016 11:00,63.1,173.1,16.6,3.4
22-02-2016 11:00,22-02-2016 12:00,55.4,131.6,14.8,2.4
22-02-2016 12:00,22-02-2016 13:00,58.3,148.6,12.8,2.1
22-02-2016 13:00,22-02-2016 14:00,54.7,125,16.3,2.6
22-02-2016 14:00,22-02-2016 15:00,71.6,195.1,26.1,2.9
22-02-2016 15:00,22-02-2016 16:00,99.2,268.3,32.7,3.3
22-02-2016 16:00,22-02-2016 17:00,75.9,164.7,35.1,3.5
22-02-2016 17:00,22-02-2016 18:00,83.1,181.9,24.8,2.7
22-02-2016 18:00,22-02-2016 19:00,95.4,282.3,21,3.1
22-02-2016 19:00,22-02-2016 20:00,67.2,130.9,17.2,3
22-02-2016 20:00,22-02-2016 21:00,69.3,194.5,17.7,2.9
22-02-2016 21:00,22-02-2016 22:00,81.9,158.8,14.8,2.9
22-02-2016 22:00,22-02-2016 23:00,83.9,168.8,18.1,4.3
22-02-2016 23:00,23-02-2016 00:00,75.5,126.3,14.8,4.3
23-02-2016 00:00,23-02-2016 01:00,63.6,89.2,11.7,3.9
23-02-2016 01:00,23-02-2016 02:00,47.3,82.2,12.7,3.6
23-02-2016 02:00,23-02-2016 03:00,49.1,69.1,12,3.6
23-02-2016 03:00,23-02-2016 04:00,24.3,37.2,8.7,2.9
23-02-2016 04:00,23-02-2016 05:00,22.5,31.9,8.6,2.7
23-02-2016 05:00,23-02-2016 06:00,36.1,65.9,9.5,2.8
23-02-2016 06:00,23-02-2016 07:00,72.5,318.8,13.5,3.3
23-02-2016 07:00,23-02-2016 08:00,98.2,416.4,16.5,3.8
23-02-2016 08:00,23-02-2016 09:00,101.3,384.1,20.6,3.8
23-02-2016 09:00,23-02-2016 10:00,82.6,284.5,25.4,4.1
23-02-2016 10:00,23-02-2016 11:00,90.1,374.6,34.1,5.2
23-02-2016 11:00,23-02-2016 12:00,91.9,472.1,65.3,9.3
23-02-2016 12:00,23-02-2016 13:00,82,204.8,117.7,12.7
23-02-2016 13:00,23-02-2016 14:00,92.7,262.5,138.8,14.3
23-02-2016 14:00,23-02-2016 15:00,87,230.4,135.6,14.5
23-02-2016 15:00,23-02-2016 16:00,78.6,196.2,133.5,13.5
23-02-2016 16:00,23-02-2016 17:00,101.9,316.4,125.5,12.8
23-02-2016 17:00,23-02-2016 18:00,86,167.8,87.3,9
23-02-2016 18:00,23-02-2016 19:00,66.3,143.8,65,6.6
23-02-2016 19:00,23-02-2016 20:00,50.3,106,41.3,4.9
23-02-2016 20:00,23-02-2016 21:00,53.5,105.9,31.9,3.5
23-02-2016 21:00,23-02-2016 22:00,32.2,63,14,2.2
23-02-2016 22:00,23-02-2016 23:00,40.3,101.5,11.2,2.1
23-02-2016 23:00,24-02-2016 00:00,23.2,43.9,12.8,1.8
24-02-2016 00:00,24-02-2016 01:00,21.9,37.2,12.4,1.9
24-02-2016 01:00,24-02-2016 02:00,23.2,43.2,8.6,1.8
24-02-2016 02:00,24-02-2016 03:00,14.6,25.6,7.5,1.9
24-02-2016 03:00,24-02-2016 04:00,17.8,28.6,6.5,2
24-02-2016 04:00,24-02-2016 05:00,18.3,25.9,8.5,2.3
24-02-2016 05:00,24-02-2016 06:00,25.8,40.3,7,2.3
24-02-2016 06:00,24-02-2016 07:00,77.4,223.4,12.6,3.2
24-02-2016 07:00,24-02-2016 08:00,96.6,294.5,17,3.7
24-02-2016 08:00,24-02-2016 09:00,97.6,321.5,19.8,3.7
24-02-2016 09:00,24-02-2016 10:00,109.8,391,20.2,3.5
24-02-2016 10:00,24-02-2016 11:00,98.2,349.9,27.3,3.8
24-02-2016 11:00,24-02-2016 12:00,103.1,357.3,35.5,4.7
24-02-2016 12:00,24-02-2016 13:00,97.6,299.7,50,5.2
24-02-2016 13:00,24-02-2016 14:00,90,240.4,59.9,5.3
24-02-2016 14:00,24-02-2016 15:00,88.4,221.3,88.4,8.1
24-02-2016 15:00,24-02-2016 16:00,88.2,207.5,127.1,11.1
24-02-2016 16:00,24-02-2016 17:00,94.9,234.3,110.5,11.7
24-02-2016 17:00,24-02-2016 18:00,102.5,316.3,113.5,12.8
24-02-2016 18:00,24-02-2016 19:00,80.7,165.8,80.6,8.8
24-02-2016 19:00,24-02-2016 20:00,66,143.8,80.9,9
24-02-2016 20:00,24-02-2016 21:00,56.6,121.5,61.2,5.5
24-02-2016 21:00,24-02-2016 22:00,66.3,271.6,41.4,3.7
24-02-2016 22:00,24-02-2016 23:00,58.8,158.2,21.4,2.7
24-02-2016 23:00,25-02-2016 00:00,48.7,161.9,19.6,2.4
25-02-2016 00:00,25-02-2016 01:00,41.6,150.6,20,2.6
25-02-2016 01:00,25-02-2016 02:00,30.6,71.6,8.2,2.1
25-02-2016 02:00,25-02-2016 03:00,32.6,63.9,8.3,1.9
25-02-2016 03:00,25-02-2016 04:00,23.6,47.3,7.5,1.8
25-02-2016 04:00,25-02-2016 05:00,19.5,25.3,9.5,1.8
25-02-2016 05:00,25-02-2016 06:00,28.3,46.6,9.5,2
25-02-2016 06:00,25-02-2016 07:00,72.7,185.3,16.9,3
25-02-2016 07:00,25-02-2016 08:00,90.3,293.4,29.8,3.9
25-02-2016 08:00,25-02-2016 09:00,97.6,318.8,31.5,4.2
25-02-2016 09:00,25-02-2016 10:00,108.3,382.1,36.8,4.1
25-02-2016 10:00,25-02-2016 11:00,79.3,247.5,50.5,5.4
25-02-2016 11:00,25-02-2016 12:00,76.5,218.5,53.7,5.9
25-02-2016 12:00,25-02-2016 13:00,87.8,227.5,77.4,8.6
25-02-2016 13:00,25-02-2016 14:00,80.7,208.2,117.5,11
25-02-2016 14:00,25-02-2016 15:00,95.4,261.1,151.9,13.7
25-02-2016 15:00,25-02-2016 16:00,118.3,382.1,167.4,16.3
25-02-2016 16:00,25-02-2016 17:00,125.2,410.8,168.9,16.6
25-02-2016 17:00,25-02-2016 18:00,111.8,296.9,147.7,16.7
