,Date,NO2,NOX as NO2,PM10,PM2.5,Station ID,Day,Year,Week of Year,Month,Hour,Lufttryck reducerat havsytans nivå,Lufttemperatur,Nederbördsmängd,Relativ Luftfuktighet
4253,2014-06-27 12:00:00,63.5,186.5,31.0,5.0,18644,Friday,2014,26,6,12,1017.4,18.2,0.0,37
4254,2014-06-27 13:00:00,56.3,153.5,28.3,5.2,18644,Friday,2014,26,6,13,1017.2,18.5,0.0,41
4255,2014-06-27 14:00:00,43.8,97.1,24.2,4.8,18644,Friday,2014,26,6,14,1017.6,18.8,0.0,38
4256,2014-06-27 15:00:00,49.6,124.2,21.9,,18644,Friday,2014,26,6,15,1017.8,17.6,0.0,29
4257,2014-06-27 16:00:00,45.9,106.4,15.9,6.4,18644,Friday,2014,26,6,16,1017.8,16.8,0.0,37
4258,2014-06-27 17:00:00,32.7,68.1,15.5,3.6,18644,Friday,2014,26,6,17,1018.0,15.8,0.0,36
4259,2014-06-27 18:00:00,20.3,34.0,15.5,5.0,18644,Friday,2014,26,6,18,1017.7,15.1,0.0,42
4260,2014-06-27 19:00:00,20.6,33.3,12.9,2.6,18644,Friday,2014,26,6,19,1017.7,14.3,0.0,43
4261,2014-06-27 20:00:00,22.7,32.6,12.2,4.3,18644,Friday,2014,26,6,20,1017.9,13.9,0.0,50
4262,2014-06-27 21:00:00,29.4,41.5,15.1,7.7,18644,Friday,2014,26,6,21,1018.3,13.5,0.0,51
4263,2014-06-27 22:00:00,33.2,48.7,18.3,4.3,18644,Friday,2014,26,6,22,1018.2,12.4,0.0,62
4264,2014-06-27 23:00:00,23.8,33.3,13.0,3.5,18644,Friday,2014,26,6,23,1018.0,12.0,0.0,72
4265,2014-06-28 00:00:00,18.0,22.8,14.1,5.5,18644,Saturday,2014,26,6,0,1017.7,12.0,0.0,77
4266,2014-06-28 01:00:00,15.5,22.2,14.8,4.7,18644,Saturday,2014,26,6,1,1017.4,11.8,0.0,81
4267,2014-06-28 02:00:00,14.3,26.2,12.0,4.3,18644,Saturday,2014,26,6,2,1017.3,11.8,0.0,82
4268,2014-06-28 03:00:00,15.3,20.9,14.3,4.5,18644,Saturday,2014,26,6,3,1017.0,11.9,0.0,81
4269,2014-06-28 04:00:00,20.1,32.8,13.6,4.9,18644,Saturday,2014,26,6,4,1017.1,12.6,0.0,82
4270,2014-06-28 05:00:00,21.1,37.1,14.3,6.6,18644,Saturday,2014,26,6,5,1016.7,13.6,0.0,78
4271,2014-06-28 06:00:00,29.0,58.4,16.2,6.3,18644,Saturday,2014,26,6,6,1016.5,14.7,0.0,70
4272,2014-06-28 07:00:00,26.6,51.0,16.2,3.5,18644,Saturday,2014,26,6,7,1016.3,15.9,0.0,48
4273,2014-06-28 08:00:00,33.6,62.6,11.9,1.4,18644,Saturday,2014,26,6,8,1016.1,16.1,0.0,46
4274,2014-06-28 09:00:00,34.5,69.2,8.3,,18644,Saturday,2014,26,6,9,1015.9,16.0,0.0,47
4275,2014-06-28 10:00:00,37.8,77.0,18.0,5.8,18644,Saturday,2014,26,6,10,1015.7,16.3,0.0,49
4276,2014-06-28 11:00:00,39.1,80.3,18.9,6.0,18644,Saturday,2014,26,6,11,1015.5,15.7,0.0,46
4277,2014-06-28 12:00:00,35.8,69.5,23.1,6.6,18644,Saturday,2014,26,6,12,1015.3,14.8,0.0,61
4278,2014-06-28 13:00:00,42.1,81.4,26.5,7.5,18644,Saturday,2014,26,6,13,1014.9,13.9,0.0,71
4279,2014-06-28 14:00:00,29.5,53.2,33.2,9.3,18644,Saturday,2014,26,6,14,1014.1,13.7,0.0,75
4280,2014-06-28 15:00:00,23.4,40.7,20.4,6.0,18644,Saturday,2014,26,6,15,1013.6,14.3,0.0,73
4281,2014-06-28 16:00:00,32.0,59.7,24.1,4.5,18644,Saturday,2014,26,6,16,1012.9,13.5,0.0,77
4282,2014-06-28 17:00:00,32.3,59.6,27.2,7.5,18644,Saturday,2014,26,6,17,1012.6,12.8,0.3,80
4283,2014-06-28 18:00:00,21.7,40.7,25.7,6.2,18644,Saturday,2014,26,6,18,1012.2,12.3,0.3,84
4284,2014-06-28 19:00:00,17.2,31.9,23.0,6.7,18644,Saturday,2014,26,6,19,1011.5,11.8,0.1,86
4285,2014-06-28 20:00:00,10.2,19.4,15.1,6.5,18644,Saturday,2014,26,6,20,1011.0,11.2,0.3,90
4286,2014-06-28 21:00:00,8.3,13.4,12.4,7.4,18644,Saturday,2014,26,6,21,1010.3,11.4,0.4,91
4287,2014-06-28 22:00:00,7.6,10.1,9.0,4.6,18644,Saturday,2014,26,6,22,1009.8,11.7,0.6,91
4288,2014-06-28 23:00:00,8.4,10.7,7.3,6.1,18644,Saturday,2014,26,6,23,1009.4,11.7,4.5,95
4289,2014-06-29 00:00:00,15.3,22.6,14.5,5.9,18644,Sunday,2014,26,6,0,1008.4,11.6,2.0,99
4290,2014-06-29 01:00:00,21.3,33.2,10.0,4.8,18644,Sunday,2014,26,6,1,1007.6,11.8,0.3,100
4291,2014-06-29 02:00:00,10.0,15.2,4.9,1.0,18644,Sunday,2014,26,6,2,1007.0,11.8,0.1,100
4292,2014-06-29 03:00:00,7.8,10.6,5.4,2.8,18644,Sunday,2014,26,6,3,1006.6,12.1,0.0,100
4293,2014-06-29 04:00:00,9.9,14.1,5.8,3.0,18644,Sunday,2014,26,6,4,1006.3,12.6,0.0,100
4294,2014-06-29 05:00:00,15.6,23.4,9.4,4.8,18644,Sunday,2014,26,6,5,1006.1,12.8,0.0,100
4295,2014-06-29 06:00:00,12.2,17.9,6.0,4.3,18644,Sunday,2014,26,6,6,1005.7,13.2,0.0,99
4296,2014-06-29 07:00:00,20.4,34.0,9.4,4.1,18644,Sunday,2014,26,6,7,1005.7,14.4,0.0,89
4297,2014-06-29 08:00:00,19.4,32.1,11.7,9.2,18644,Sunday,2014,26,6,8,1005.6,14.5,0.0,90
4298,2014-06-29 09:00:00,24.1,37.4,18.3,8.7,18644,Sunday,2014,26,6,9,1005.7,13.9,0.0,94
4299,2014-06-29 10:00:00,53.4,101.5,23.9,13.1,18644,Sunday,2014,26,6,10,1005.5,14.1,0.0,94
4300,2014-06-29 11:00:00,65.7,161.9,29.0,14.0,18644,Sunday,2014,26,6,11,1005.4,15.2,0.0,88
4301,2014-06-29 12:00:00,42.6,82.8,24.2,,18644,Sunday,2014,26,6,12,1005.3,16.1,0.0,83
4302,2014-06-29 13:00:00,22.6,38.7,18.2,10.0,18644,Sunday,2014,26,6,13,1005.1,16.0,0.0,78
4303,2014-06-29 14:00:00,30.4,48.2,17.5,5.7,18644,Sunday,2014,26,6,14,1005.1,16.0,0.0,78
4304,2014-06-29 15:00:00,26.5,44.1,19.3,7.6,18644,Sunday,2014,26,6,15,1005.2,16.0,0.0,78
4305,2014-06-29 16:00:00,40.0,63.4,16.8,,18644,Sunday,2014,26,6,16,1004.9,15.8,0.0,77
4306,2014-06-29 17:00:00,32.7,50.7,16.4,9.5,18644,Sunday,2014,26,6,17,1005.1,14.3,0.0,86
4307,2014-06-29 18:00:00,24.9,37.6,15.8,10.7,18644,Sunday,2014,26,6,18,1005.0,14.0,0.0,86
4308,2014-06-29 19:00:00,30.0,44.4,17.4,9.1,18644,Sunday,2014,26,6,19,1004.9,13.2,0.0,88
4309,2014-06-29 20:00:00,19.6,28.9,11.8,4.1,18644,Sunday,2014,26,6,20,1005.5,13.2,0.0,87
4310,2014-06-29 21:00:00,16.5,27.3,14.5,4.6,18644,Sunday,2014,26,6,21,1005.5,13.0,0.0,88
4311,2014-06-29 22:00:00,13.3,18.2,12.2,4.6,18644,Sunday,2014,26,6,22,1005.6,12.2,0.0,92
4312,2014-06-29 23:00:00,11.7,20.0,9.1,5.9,18644,Sunday,2014,26,6,23,1005.7,12.0,0.0,96
4313,2014-06-30 00:00:00,10.4,13.9,10.9,6.4,18644,Monday,2014,27,6,0,1005.7,12.1,0.0,96
4314,2014-06-30 01:00:00,6.6,10.9,7.7,4.5,18644,Monday,2014,27,6,1,1005.4,12.1,0.0,96
4315,2014-06-30 02:00:00,5.2,9.6,7.9,4.3,18644,Monday,2014,27,6,2,1005.6,12.1,0.0,96
4316,2014-06-30 03:00:00,8.3,15.3,10.9,6.3,18644,Monday,2014,27,6,3,1005.7,12.1,0.0,94
4317,2014-06-30 04:00:00,9.0,21.8,8.1,3.6,18644,Monday,2014,27,6,4,1005.6,12.2,0.0,91
4318,2014-06-30 05:00:00,21.2,55.3,13.6,7.5,18644,Monday,2014,27,6,5,1006.0,12.2,0.0,87
4319,2014-06-30 06:00:00,47.9,174.8,21.0,8.1,18644,Monday,2014,27,6,6,1006.1,13.0,0.0,83
4320,2014-06-30 07:00:00,48.2,151.9,18.3,2.3,18644,Monday,2014,27,6,7,1006.3,14.2,0.0,74
4321,2014-06-30 08:00:00,49.1,148.6,17.9,3.9,18644,Monday,2014,27,6,8,1006.4,14.2,0.0,74
4322,2014-06-30 09:00:00,53.9,156.8,25.5,5.5,18644,Monday,2014,27,6,9,1006.9,14.4,0.0,74
4323,2014-06-30 10:00:00,52.9,152.7,26.6,3.7,18644,Monday,2014,27,6,10,1007.1,15.9,0.0,67
4324,2014-06-30 11:00:00,56.8,166.1,23.3,5.6,18644,Monday,2014,27,6,11,1007.4,15.5,0.0,68
4325,2014-06-30 12:00:00,55.7,152.4,25.0,5.4,18644,Monday,2014,27,6,12,1007.6,16.0,0.0,64
4326,2014-06-30 13:00:00,59.5,155.9,22.8,5.6,18644,Monday,2014,27,6,13,1007.5,16.9,0.0,61
4327,2014-06-30 14:00:00,57.4,147.2,23.2,4.3,18644,Monday,2014,27,6,14,1007.9,16.1,0.0,63
4328,2014-06-30 15:00:00,66.9,170.7,26.5,5.6,18644,Monday,2014,27,6,15,1008.0,16.2,0.0,63
4329,2014-06-30 16:00:00,66.4,174.8,28.1,8.2,18644,Monday,2014,27,6,16,1008.1,16.2,0.0,66
4330,2014-06-30 17:00:00,67.0,174.9,25.9,3.2,18644,Monday,2014,27,6,17,1008.6,15.9,0.0,69
4331,2014-06-30 18:00:00,59.1,147.9,24.9,6.7,18644,Monday,2014,27,6,18,1009.0,15.5,0.0,66
4332,2014-06-30 19:00:00,44.0,98.1,18.8,4.1,18644,Monday,2014,27,6,19,1009.1,14.8,0.0,75
4333,2014-06-30 20:00:00,36.2,79.1,12.9,3.6,18644,Monday,2014,27,6,20,1009.6,14.0,0.0,81
4334,2014-06-30 21:00:00,22.5,49.0,10.3,3.4,18644,Monday,2014,27,6,21,1010.1,13.3,0.0,83
4335,2014-06-30 22:00:00,18.6,37.9,9.7,1.8,18644,Monday,2014,27,6,22,1010.4,13.1,0.0,85
4336,2014-06-30 23:00:00,15.3,30.9,7.4,1.9,18644,Monday,2014,27,6,23,1010.6,12.7,0.0,87
4337,2014-07-01 00:00:00,12.7,25.0,7.9,3.7,18644,Tuesday,2014,27,7,0,1010.8,11.9,0.0,91
4338,2014-07-01 01:00:00,9.3,19.9,9.9,3.2,18644,Tuesday,2014,27,7,1,1010.6,11.6,0.0,93
4339,2014-07-01 02:00:00,8.1,19.1,6.7,2.4,18644,Tuesday,2014,27,7,2,1010.9,11.6,0.0,94
4340,2014-07-01 03:00:00,11.1,25.6,6.8,1.9,18644,Tuesday,2014,27,7,3,1011.1,11.9,0.0,93
4341,2014-07-01 04:00:00,21.0,56.6,12.7,4.7,18644,Tuesday,2014,27,7,4,1011.2,12.2,0.0,91
4342,2014-07-01 05:00:00,31.3,108.7,14.2,3.0,18644,Tuesday,2014,27,7,5,1011.2,12.5,0.0,87
4343,2014-07-01 06:00:00,53.4,192.3,24.6,7.2,18644,Tuesday,2014,27,7,6,1011.4,13.4,0.0,85
4344,2014-07-01 07:00:00,54.2,198.3,23.5,4.9,18644,Tuesday,2014,27,7,7,1011.4,13.8,0.0,82
4345,2014-07-01 08:00:00,50.6,174.3,23.9,6.2,18644,Tuesday,2014,27,7,8,1011.6,13.5,0.0,83
4346,2014-07-01 09:00:00,47.1,158.7,21.6,5.1,18644,Tuesday,2014,27,7,9,1011.8,13.2,0.0,88
4347,2014-07-01 10:00:00,45.3,146.2,23.1,9.1,18644,Tuesday,2014,27,7,10,1011.6,15.5,0.1,73
4348,2014-07-01 11:00:00,57.1,220.1,30.9,8.0,18644,Tuesday,2014,27,7,11,1011.9,13.2,0.1,94
4349,2014-07-01 12:00:00,47.3,147.8,25.9,8.9,18644,Tuesday,2014,27,7,12,1012.0,14.5,0.0,83
4350,2014-07-01 13:00:00,56.6,182.2,24.8,6.3,18644,Tuesday,2014,27,7,13,1012.0,14.8,0.0,81
4351,2014-07-01 14:00:00,63.8,198.3,46.7,8.6,18644,Tuesday,2014,27,7,14,1012.1,15.4,0.0,74
4352,2014-07-01 15:00:00,67.8,200.3,31.6,8.6,18644,Tuesday,2014,27,7,15,1012.6,13.1,0.6,95
4353,2014-07-01 16:00:00,59.6,165.5,25.0,9.1,18644,Tuesday,2014,27,7,16,1012.7,12.8,4.3,95
4354,2014-07-01 17:00:00,54.5,137.8,14.0,9.5,18644,Tuesday,2014,27,7,17,1012.9,12.9,2.0,94
4355,2014-07-01 18:00:00,41.4,75.8,15.9,6.8,18644,Tuesday,2014,27,7,18,1012.9,13.0,1.6,90
4356,2014-07-01 19:00:00,45.2,91.5,13.7,9.2,18644,Tuesday,2014,27,7,19,1013.1,13.0,0.0,90
4357,2014-07-01 20:00:00,46.1,89.7,10.7,3.6,18644,Tuesday,2014,27,7,20,1013.6,12.8,0.0,89
4358,2014-07-01 21:00:00,57.2,137.1,18.7,4.8,18644,Tuesday,2014,27,7,21,1013.6,12.6,0.0,92
4359,2014-07-01 22:00:00,47.5,98.4,14.2,6.8,18644,Tuesday,2014,27,7,22,1013.6,11.9,0.0,96
4360,2014-07-01 23:00:00,39.8,83.2,17.8,5.7,18644,Tuesday,2014,27,7,23,1013.5,11.9,0.0,93
4361,2014-07-02 00:00:00,40.4,94.8,17.0,,18644,Wednesday,2014,27,7,0,1013.1,11.7,0.0,96
4362,2014-07-02 01:00:00,30.1,60.1,15.4,7.4,18644,Wednesday,2014,27,7,1,1013.1,12.1,0.0,96
4363,2014-07-02 02:00:00,24.2,53.7,16.7,8.8,18644,Wednesday,2014,27,7,2,1012.8,12.1,0.0,95
4364,2014-07-02 03:00:00,17.2,32.3,11.5,4.8,18644,Wednesday,2014,27,7,3,1012.7,11.9,0.0,95
4365,2014-07-02 04:00:00,16.6,41.1,10.2,3.5,18644,Wednesday,2014,27,7,4,1012.6,12.3,0.0,93
4366,2014-07-02 05:00:00,24.6,71.6,12.8,3.8,18644,Wednesday,2014,27,7,5,1012.5,13.0,0.0,91
4367,2014-07-02 06:00:00,43.6,164.9,26.1,7.0,18644,Wednesday,2014,27,7,6,1012.3,13.8,0.0,85
4368,2014-07-02 07:00:00,42.6,167.7,22.1,8.0,18644,Wednesday,2014,27,7,7,1012.0,15.9,0.0,69
4369,2014-07-02 08:00:00,34.5,123.1,20.0,1.7,18644,Wednesday,2014,27,7,8,1011.7,17.0,0.0,64
4370,2014-07-02 09:00:00,31.0,115.2,15.3,3.8,18644,Wednesday,2014,27,7,9,1011.8,18.9,0.0,56
4371,2014-07-02 10:00:00,42.8,140.1,19.6,6.9,18644,Wednesday,2014,27,7,10,1011.5,20.1,0.0,49
4372,2014-07-02 11:00:00,43.8,118.1,20.3,5.7,18644,Wednesday,2014,27,7,11,1011.2,18.8,0.0,48
4373,2014-07-02 12:00:00,48.0,124.2,23.3,7.0,18644,Wednesday,2014,27,7,12,1011.2,19.3,0.0,48
4374,2014-07-02 13:00:00,55.6,144.2,50.3,12.0,18644,Wednesday,2014,27,7,13,1011.3,18.0,0.0,48
4375,2014-07-02 14:00:00,46.3,106.0,34.8,,18644,Wednesday,2014,27,7,14,1011.3,15.0,0.0,82
4376,2014-07-02 15:00:00,37.6,86.5,27.6,7.8,18644,Wednesday,2014,27,7,15,1011.8,16.4,0.0,67
4377,2014-07-02 16:00:00,63.7,162.3,25.3,4.7,18644,Wednesday,2014,27,7,16,1011.4,17.9,0.0,58
4378,2014-07-02 17:00:00,72.5,228.2,24.0,4.4,18644,Wednesday,2014,27,7,17,1011.1,17.6,0.0,57
4379,2014-07-02 18:00:00,33.3,72.1,19.6,6.4,18644,Wednesday,2014,27,7,18,1011.0,16.9,0.0,66
4380,2014-07-02 19:00:00,16.5,26.1,,13.2,18644,Wednesday,2014,27,7,19,1011.3,16.6,0.0,69
4381,2014-07-02 20:00:00,26.2,42.8,18.8,6.7,18644,Wednesday,2014,27,7,20,1011.2,15.7,0.0,65
4382,2014-07-02 21:00:00,27.8,46.0,14.7,4.4,18644,Wednesday,2014,27,7,21,1011.1,14.4,0.0,75
4383,2014-07-02 22:00:00,22.0,30.3,8.5,1.7,18644,Wednesday,2014,27,7,22,1011.1,13.8,0.0,79
4384,2014-07-02 23:00:00,14.7,18.5,7.7,,18644,Wednesday,2014,27,7,23,1010.9,13.6,0.0,80
4385,2014-07-03 00:00:00,9.1,12.0,8.6,2.7,18644,Thursday,2014,27,7,0,1010.8,13.4,0.0,80
4386,2014-07-03 01:00:00,8.5,10.7,10.9,5.5,18644,Thursday,2014,27,7,1,1010.5,13.1,0.0,80
4387,2014-07-03 02:00:00,5.8,7.8,7.1,2.4,18644,Thursday,2014,27,7,2,1010.3,13.0,0.0,82
4388,2014-07-03 03:00:00,5.6,8.1,9.2,2.9,18644,Thursday,2014,27,7,3,1010.3,13.2,0.0,84
4389,2014-07-03 04:00:00,11.0,18.5,8.5,3.6,18644,Thursday,2014,27,7,4,1010.2,13.8,0.0,84
4390,2014-07-03 05:00:00,18.0,34.9,12.7,3.2,18644,Thursday,2014,27,7,5,1010.0,14.7,0.0,80
4391,2014-07-03 06:00:00,29.2,68.3,15.4,2.9,18644,Thursday,2014,27,7,6,1009.9,15.5,0.0,73
4392,2014-07-03 07:00:00,37.5,102.1,20.3,3.2,18644,Thursday,2014,27,7,7,1010.0,17.3,0.0,68
4393,2014-07-03 08:00:00,29.9,74.8,22.3,5.2,18644,Thursday,2014,27,7,8,1010.2,17.3,0.0,69
4394,2014-07-03 09:00:00,29.7,68.6,23.3,5.7,18644,Thursday,2014,27,7,9,1010.5,16.1,0.0,77
4395,2014-07-03 10:00:00,27.9,62.7,24.1,8.2,18644,Thursday,2014,27,7,10,1010.7,17.4,0.0,72
4396,2014-07-03 11:00:00,31.5,73.9,29.0,9.9,18644,Thursday,2014,27,7,11,1010.5,18.1,0.0,72
4397,2014-07-03 12:00:00,34.4,80.6,35.1,7.7,18644,Thursday,2014,27,7,12,1010.2,18.7,0.0,62
4398,2014-07-03 13:00:00,30.9,62.6,23.4,7.2,18644,Thursday,2014,27,7,13,1010.0,18.1,0.0,65
4399,2014-07-03 14:00:00,28.9,54.1,24.6,9.0,18644,Thursday,2014,27,7,14,1010.0,15.1,0.3,93
4400,2014-07-03 15:00:00,43.2,84.7,31.7,8.8,18644,Thursday,2014,27,7,15,1009.7,15.7,0.0,86
4401,2014-07-03 16:00:00,33.5,75.4,14.7,6.7,18644,Thursday,2014,27,7,16,1009.2,16.5,0.0,83
4402,2014-07-03 17:00:00,28.2,59.4,18.0,6.7,18644,Thursday,2014,27,7,17,1008.6,17.2,0.0,76
4403,2014-07-03 18:00:00,25.4,45.6,17.4,,18644,Thursday,2014,27,7,18,1008.6,17.0,0.0,75
4404,2014-07-03 19:00:00,20.5,34.4,13.8,6.2,18644,Thursday,2014,27,7,19,1008.6,16.9,0.0,76
4405,2014-07-03 20:00:00,18.7,30.1,12.4,6.0,18644,Thursday,2014,27,7,20,1008.8,16.3,0.0,79
4406,2014-07-03 21:00:00,18.9,28.8,15.6,6.8,18644,Thursday,2014,27,7,21,1009.4,15.5,0.0,83
4407,2014-07-03 22:00:00,12.8,19.7,14.8,6.5,18644,Thursday,2014,27,7,22,1009.6,15.2,0.0,82
4408,2014-07-03 23:00:00,10.6,15.8,13.4,4.2,18644,Thursday,2014,27,7,23,1009.9,14.8,0.0,73
4409,2014-07-04 00:00:00,8.7,14.9,12.1,0.6,18644,Friday,2014,27,7,0,1010.1,14.4,0.0,75
4410,2014-07-04 01:00:00,9.6,16.2,11.6,3.9,18644,Friday,2014,27,7,1,1010.5,13.8,0.0,78
4411,2014-07-04 02:00:00,6.3,10.2,12.9,5.8,18644,Friday,2014,27,7,2,1010.8,13.3,0.0,80
4412,2014-07-04 03:00:00,5.6,9.7,12.5,4.4,18644,Friday,2014,27,7,3,1011.2,13.1,0.0,82
4413,2014-07-04 04:00:00,12.2,23.8,14.8,4.9,18644,Friday,2014,27,7,4,1011.5,13.8,0.0,82
4414,2014-07-04 05:00:00,25.2,55.2,21.6,5.3,18644,Friday,2014,27,7,5,1011.6,14.6,0.0,78
4415,2014-07-04 06:00:00,40.7,112.2,27.2,7.3,18644,Friday,2014,27,7,6,1011.7,15.6,0.0,76
4416,2014-07-04 07:00:00,37.8,105.4,23.5,7.9,18644,Friday,2014,27,7,7,1012.1,17.4,0.0,67
4417,2014-07-04 08:00:00,36.1,101.7,26.1,8.3,18644,Friday,2014,27,7,8,1012.2,18.7,0.0,64
4418,2014-07-04 09:00:00,34.9,96.9,23.6,6.2,18644,Friday,2014,27,7,9,1012.2,19.6,0.0,59
4419,2014-07-04 10:00:00,33.9,92.5,22.5,7.2,18644,Friday,2014,27,7,10,1012.0,21.3,0.0,58
4420,2014-07-04 11:00:00,44.2,124.6,29.6,8.9,18644,Friday,2014,27,7,11,1011.8,22.7,0.0,50
4421,2014-07-04 12:00:00,30.3,77.5,21.7,5.6,18644,Friday,2014,27,7,12,1011.8,23.8,0.0,42
4422,2014-07-04 13:00:00,50.1,130.7,24.6,4.9,18644,Friday,2014,27,7,13,1011.6,24.2,0.0,34
4423,2014-07-04 14:00:00,45.3,107.0,,6.6,18644,Friday,2014,27,7,14,1011.4,23.6,0.0,36
4424,2014-07-04 15:00:00,48.6,116.6,17.5,8.6,18644,Friday,2014,27,7,15,1011.3,23.1,0.0,38
4425,2014-07-04 16:00:00,32.0,69.8,16.7,6.9,18644,Friday,2014,27,7,16,1011.0,23.7,0.0,36
4426,2014-07-04 17:00:00,41.7,94.6,24.1,7.6,18644,Friday,2014,27,7,17,1011.2,21.7,0.0,47
4427,2014-07-04 18:00:00,20.9,37.4,26.2,8.9,18644,Friday,2014,27,7,18,1011.4,20.4,0.0,52
4428,2014-07-04 19:00:00,15.2,24.4,24.5,9.2,18644,Friday,2014,27,7,19,1011.7,18.8,0.0,59
4429,2014-07-04 20:00:00,21.3,34.5,22.0,9.9,18644,Friday,2014,27,7,20,1012.0,17.7,0.0,65
4430,2014-07-04 21:00:00,23.0,36.1,20.1,9.7,18644,Friday,2014,27,7,21,1012.1,16.9,0.0,70
4431,2014-07-04 22:00:00,21.0,27.8,19.1,11.4,18644,Friday,2014,27,7,22,1012.4,15.9,0.0,77
4432,2014-07-04 23:00:00,9.6,11.8,19.4,10.6,18644,Friday,2014,27,7,23,1012.4,15.0,0.0,83
4433,2014-07-05 00:00:00,9.3,11.1,27.3,7.8,18644,Saturday,2014,27,7,0,1012.4,14.5,0.0,88
4434,2014-07-05 01:00:00,12.2,14.4,16.9,9.6,18644,Saturday,2014,27,7,1,1012.4,13.8,0.0,92
4435,2014-07-05 02:00:00,15.4,18.0,19.8,11.3,18644,Saturday,2014,27,7,2,1012.3,13.6,0.0,94
4436,2014-07-05 03:00:00,15.1,17.7,25.1,14.5,18644,Saturday,2014,27,7,3,1012.3,14.8,0.0,88
4437,2014-07-05 04:00:00,17.2,23.3,24.9,15.8,18644,Saturday,2014,27,7,4,1012.3,16.3,0.0,78
4438,2014-07-05 05:00:00,19.1,29.9,,17.1,18644,Saturday,2014,27,7,5,1012.3,18.1,0.0,70
4439,2014-07-05 06:00:00,22.4,40.5,30.0,20.4,18644,Saturday,2014,27,7,6,1012.3,19.9,0.0,64
4440,2014-07-05 07:00:00,22.2,38.0,33.1,20.6,18644,Saturday,2014,27,7,7,1012.3,21.7,0.0,58
4441,2014-07-05 08:00:00,31.4,52.7,18.8,7.0,18644,Saturday,2014,27,7,8,1012.3,24.3,0.0,48
4442,2014-07-05 09:00:00,25.5,44.7,15.4,7.5,18644,Saturday,2014,27,7,9,1012.3,23.5,0.0,51
4443,2014-07-05 10:00:00,19.6,32.9,17.4,7.4,18644,Saturday,2014,27,7,10,1012.2,25.3,0.0,43
4444,2014-07-05 11:00:00,22.1,40.6,17.3,6.9,18644,Saturday,2014,27,7,11,1012.3,23.9,0.0,48
4445,2014-07-05 12:00:00,27.1,45.4,19.6,10.6,18644,Saturday,2014,27,7,12,1012.3,25.8,0.0,41
4446,2014-07-05 13:00:00,35.2,60.0,23.2,9.2,18644,Saturday,2014,27,7,13,1012.1,26.3,0.0,41
4447,2014-07-05 14:00:00,27.1,45.9,23.7,9.2,18644,Saturday,2014,27,7,14,1011.8,25.3,0.0,40
4448,2014-07-05 15:00:00,28.5,47.5,19.1,9.7,18644,Saturday,2014,27,7,15,1012.0,24.0,0.0,43
4449,2014-07-05 16:00:00,31.8,53.2,24.4,10.2,18644,Saturday,2014,27,7,16,1012.5,22.3,0.0,46
4450,2014-07-05 17:00:00,44.5,67.4,30.0,14.5,18644,Saturday,2014,27,7,17,1012.6,21.6,0.0,47
4451,2014-07-05 18:00:00,49.7,72.3,27.1,11.3,18644,Saturday,2014,27,7,18,1012.7,20.8,0.0,46
4452,2014-07-05 19:00:00,48.5,66.8,28.0,10.7,18644,Saturday,2014,27,7,19,1012.9,19.7,0.0,48
4453,2014-07-05 20:00:00,45.1,55.3,26.8,5.0,18644,Saturday,2014,27,7,20,1013.1,18.7,0.0,54
4454,2014-07-05 21:00:00,33.7,38.8,24.6,12.9,18644,Saturday,2014,27,7,21,1013.4,17.2,0.0,63
4455,2014-07-05 22:00:00,29.1,33.1,23.3,,18644,Saturday,2014,27,7,22,1013.7,16.0,0.0,75
4456,2014-07-05 23:00:00,26.5,30.9,24.2,10.5,18644,Saturday,2014,27,7,23,1013.6,15.6,0.0,82
4457,2014-07-06 00:00:00,15.0,18.0,21.5,16.8,18644,Sunday,2014,27,7,0,1013.5,15.1,0.0,86
4458,2014-07-06 01:00:00,15.8,21.8,22.3,12.2,18644,Sunday,2014,27,7,1,1013.6,15.0,0.0,84
4459,2014-07-06 02:00:00,14.4,17.2,17.5,8.5,18644,Sunday,2014,27,7,2,1013.5,15.1,0.0,84
4460,2014-07-06 03:00:00,17.4,24.6,18.2,6.6,18644,Sunday,2014,27,7,3,1013.5,15.2,0.0,85
4461,2014-07-06 04:00:00,8.1,9.4,14.4,8.7,18644,Sunday,2014,27,7,4,1013.6,16.2,0.0,82
4462,2014-07-06 05:00:00,9.0,14.0,12.3,7.4,18644,Sunday,2014,27,7,5,1013.7,17.3,0.0,78
4463,2014-07-06 06:00:00,7.8,11.5,13.8,5.9,18644,Sunday,2014,27,7,6,1014.0,19.4,0.0,67
4464,2014-07-06 07:00:00,9.3,13.6,16.3,9.3,18644,Sunday,2014,27,7,7,1014.1,20.8,0.0,63
4465,2014-07-06 08:00:00,10.2,15.0,13.9,6.8,18644,Sunday,2014,27,7,8,1014.4,21.6,0.0,56
4466,2014-07-06 09:00:00,8.0,10.8,7.6,3.9,18644,Sunday,2014,27,7,9,1014.7,21.5,0.0,54
4467,2014-07-06 10:00:00,8.9,12.0,11.0,5.8,18644,Sunday,2014,27,7,10,1014.9,22.0,0.0,55
4468,2014-07-06 11:00:00,11.7,20.8,13.4,6.9,18644,Sunday,2014,27,7,11,1015.1,21.8,0.0,56
4469,2014-07-06 12:00:00,12.5,22.4,15.8,4.0,18644,Sunday,2014,27,7,12,1014.9,23.7,0.0,50
