Start,Slut,NO2 (344),NOX as NO2 (345),PM10 (342),PM2.5 (343)
15-04-2016 09:00,15-04-2016 10:00,45.5,94.2,40.8,0.8
15-04-2016 10:00,15-04-2016 11:00,32,60,100.4,4.3
15-04-2016 11:00,15-04-2016 12:00,47,93.1,71,6.2
15-04-2016 12:00,15-04-2016 13:00,39.7,80.9,73.2,3.5
15-04-2016 13:00,15-04-2016 14:00,46.7,97,43.3,0.8
15-04-2016 14:00,15-04-2016 15:00,45.9,97.1,61.2,3.7
15-04-2016 15:00,15-04-2016 16:00,35.2,76.3,84.3,1.3
15-04-2016 16:00,15-04-2016 17:00,31.2,60,60.5,2.7
15-04-2016 17:00,15-04-2016 18:00,30.7,57.6,46.2,1.6
15-04-2016 18:00,15-04-2016 19:00,23.1,39.8,50.7,3
15-04-2016 19:00,15-04-2016 20:00,26.9,44.2,32.9,3.4
15-04-2016 20:00,15-04-2016 21:00,26.4,40.6,19.9,3.4
15-04-2016 21:00,15-04-2016 22:00,23.4,35.1,17.9,1.9
15-04-2016 22:00,15-04-2016 23:00,21.5,31.4,17.2,3.6
15-04-2016 23:00,16-04-2016 00:00,26.8,41.4,16.1,2.5
16-04-2016 00:00,16-04-2016 01:00,25.1,36.8,14.2,3.2
16-04-2016 01:00,16-04-2016 02:00,16,22.7,12.6,3.8
16-04-2016 02:00,16-04-2016 03:00,20.3,29.5,13.1,5.3
16-04-2016 03:00,16-04-2016 04:00,24.8,33.8,22.7,5.9
16-04-2016 04:00,16-04-2016 05:00,24.9,36.2,18.4,5.9
16-04-2016 05:00,16-04-2016 06:00,34.9,55.2,18.7,6.2
16-04-2016 06:00,16-04-2016 07:00,57.1,99.7,22.8,7
16-04-2016 07:00,16-04-2016 08:00,48.1,83.2,22.1,4.2
16-04-2016 08:00,16-04-2016 09:00,46.7,85.3,32.5,9.6
16-04-2016 09:00,16-04-2016 10:00,57,103.5,40.8,8.8
16-04-2016 10:00,16-04-2016 11:00,55.9,99.4,44.5,8.3
16-04-2016 11:00,16-04-2016 12:00,30.9,52.2,31.3,8.4
16-04-2016 12:00,16-04-2016 13:00,25.9,44.8,20.8,8
16-04-2016 13:00,16-04-2016 14:00,39.6,72.8,17.5,9.5
16-04-2016 14:00,16-04-2016 15:00,68.9,149.8,21.1,10.6
16-04-2016 15:00,16-04-2016 16:00,51.4,94.5,19.9,9.6
16-04-2016 16:00,16-04-2016 17:00,51.1,94.2,19.5,10.2
16-04-2016 17:00,16-04-2016 18:00,45.4,83.7,19.9,10.7
16-04-2016 18:00,16-04-2016 19:00,47.2,88.6,19.1,11
16-04-2016 19:00,16-04-2016 20:00,34.9,58.7,17.7,10.9
16-04-2016 20:00,16-04-2016 21:00,34.5,59,20.6,12.7
16-04-2016 21:00,16-04-2016 22:00,33.1,60.1,18.6,11.4
16-04-2016 22:00,16-04-2016 23:00,30.1,48.9,18.9,7.4
16-04-2016 23:00,17-04-2016 00:00,25.5,40.8,14.5,7.9
17-04-2016 00:00,17-04-2016 01:00,21,33.5,14.5,8.1
17-04-2016 01:00,17-04-2016 02:00,22.4,32.7,16.9,8.3
17-04-2016 02:00,17-04-2016 03:00,16.3,25.3,14.3,6.3
17-04-2016 03:00,17-04-2016 04:00,11.5,17,13.3,7.7
17-04-2016 04:00,17-04-2016 05:00,13.2,20.9,15,9.8
17-04-2016 05:00,17-04-2016 06:00,16.4,25.4,20.1,9.6
17-04-2016 06:00,17-04-2016 07:00,16.9,25.5,13.4,8.8
17-04-2016 07:00,17-04-2016 08:00,23.1,38.3,12.1,8.8
17-04-2016 08:00,17-04-2016 09:00,28.5,52.3,13.4,9
17-04-2016 09:00,17-04-2016 10:00,44.9,87.8,18.4,7.8
17-04-2016 10:00,17-04-2016 11:00,32.4,57.7,21.4,8.4
17-04-2016 11:00,17-04-2016 12:00,40.2,74.1,20.6,4.4
17-04-2016 12:00,17-04-2016 13:00,34.7,68.3,35.6,7.5
17-04-2016 13:00,17-04-2016 14:00,37.4,72.3,60.1,6.8
17-04-2016 14:00,17-04-2016 15:00,41.7,87.5,59.1,1.4
17-04-2016 15:00,17-04-2016 16:00,48.3,75.5,38.9,5.2
17-04-2016 16:00,17-04-2016 17:00,28.7,42.9,29.4,1.5
17-04-2016 17:00,17-04-2016 18:00,23.2,39.3,37.6,7.2
17-04-2016 18:00,17-04-2016 19:00,25,41.3,37.3,6.8
17-04-2016 19:00,17-04-2016 20:00,47.4,83.6,39.3,6.8
17-04-2016 20:00,17-04-2016 21:00,52,90.5,39.6,7
17-04-2016 21:00,17-04-2016 22:00,46.8,81,21.3,6.4
17-04-2016 22:00,17-04-2016 23:00,25.4,39.2,11.6,4.8
17-04-2016 23:00,18-04-2016 00:00,11.6,19.2,12.8,4.1
18-04-2016 00:00,18-04-2016 01:00,7.7,12.1,12,3.1
18-04-2016 01:00,18-04-2016 02:00,5.9,10.1,7.8,3.8
18-04-2016 02:00,18-04-2016 03:00,4.2,6.7,4.9,0.7
18-04-2016 03:00,18-04-2016 04:00,6.3,10.9,4.8,1.9
18-04-2016 04:00,18-04-2016 05:00,7.9,15.6,5.2,-0.4
18-04-2016 05:00,18-04-2016 06:00,32.2,75.8,22.8,1.4
18-04-2016 06:00,18-04-2016 07:00,60.5,178.4,26.1,-1
18-04-2016 07:00,18-04-2016 08:00,48.6,140.2,21.3,1.7
18-04-2016 08:00,18-04-2016 09:00,44.2,133.3,38.1,-0.3
18-04-2016 09:00,18-04-2016 10:00,44.9,139,46.1,0.9
18-04-2016 10:00,18-04-2016 11:00,44.7,121.6,56.7,-2.6
18-04-2016 11:00,18-04-2016 12:00,47.6,106,70.7,0.3
18-04-2016 12:00,18-04-2016 13:00,41.1,82.4,62.8,5.2
18-04-2016 13:00,18-04-2016 14:00,44.7,96,51.1,
18-04-2016 14:00,18-04-2016 15:00,48.8,103.5,,
18-04-2016 15:00,18-04-2016 16:00,48.9,110,,2.5
18-04-2016 16:00,18-04-2016 17:00,43.6,90,53.1,1.7
18-04-2016 17:00,18-04-2016 18:00,33.2,58.5,53.2,2.7
18-04-2016 18:00,18-04-2016 19:00,27.3,45.7,63.7,2.4
18-04-2016 19:00,18-04-2016 20:00,23.2,34.9,35.1,0.4
18-04-2016 20:00,18-04-2016 21:00,20.6,32,31.1,3.3
18-04-2016 21:00,18-04-2016 22:00,17.1,27,19.5,2.9
18-04-2016 22:00,18-04-2016 23:00,26.8,53.1,14.8,1.7
18-04-2016 23:00,19-04-2016 00:00,8.9,12.8,13.5,1.1
19-04-2016 00:00,19-04-2016 01:00,6.8,9.9,11,2
19-04-2016 01:00,19-04-2016 02:00,3.9,6,14.2,0.9
19-04-2016 02:00,19-04-2016 03:00,5.6,7.6,12.6,2.8
19-04-2016 03:00,19-04-2016 04:00,8.1,12.4,15.5,3.6
19-04-2016 04:00,19-04-2016 05:00,13.5,21,22.2,3.6
19-04-2016 05:00,19-04-2016 06:00,23.9,42.3,25.2,5
19-04-2016 06:00,19-04-2016 07:00,66.4,159.3,13.7,8.2
19-04-2016 07:00,19-04-2016 08:00,56.9,141.2,26.6,5.3
19-04-2016 08:00,19-04-2016 09:00,54.5,134.4,31.3,4.3
19-04-2016 09:00,19-04-2016 10:00,50.7,140.8,33.6,1.6
19-04-2016 10:00,19-04-2016 11:00,47.7,113.4,58.3,10.1
19-04-2016 11:00,19-04-2016 12:00,48.5,107,50.5,6.6
19-04-2016 12:00,19-04-2016 13:00,51.1,114.8,45,2.9
19-04-2016 13:00,19-04-2016 14:00,45.5,106,41.3,5.3
19-04-2016 14:00,19-04-2016 15:00,32.4,84.4,40.1,1.6
19-04-2016 15:00,19-04-2016 16:00,31.3,78.1,15.4,-0.8
19-04-2016 16:00,19-04-2016 17:00,35.2,89.2,19.1,
19-04-2016 17:00,19-04-2016 18:00,33.9,74.5,21.3,-1
19-04-2016 18:00,19-04-2016 19:00,37.7,78.3,35.8,-0.2
19-04-2016 19:00,19-04-2016 20:00,51.6,102.3,41.4,2
19-04-2016 20:00,19-04-2016 21:00,45,82.5,38,0.6
19-04-2016 21:00,19-04-2016 22:00,48.2,79.7,33.1,0.9
19-04-2016 22:00,19-04-2016 23:00,19.9,31.1,14.6,-2.4
19-04-2016 23:00,20-04-2016 00:00,14.1,23,4.7,0.1
20-04-2016 00:00,20-04-2016 01:00,8.7,16,3.2,0.6
20-04-2016 01:00,20-04-2016 02:00,9.9,15.5,5,0.3
20-04-2016 02:00,20-04-2016 03:00,8,13.6,6,2.7
20-04-2016 03:00,20-04-2016 04:00,7.1,14.3,6.7,0.8
20-04-2016 04:00,20-04-2016 05:00,9.1,18.6,8.2,1.6
20-04-2016 05:00,20-04-2016 06:00,27.5,61.9,18.2,4.3
20-04-2016 06:00,20-04-2016 07:00,55.9,146.8,22.9,6.2
20-04-2016 07:00,20-04-2016 08:00,46,120.2,25.4,4.3
20-04-2016 08:00,20-04-2016 09:00,39.9,103.2,33,5.2
20-04-2016 09:00,20-04-2016 10:00,39.4,107.8,33.1,5.1
20-04-2016 10:00,20-04-2016 11:00,39.7,108,43.7,5.4
20-04-2016 11:00,20-04-2016 12:00,38.6,93.8,61.2,7.7
20-04-2016 12:00,20-04-2016 13:00,36.7,86.8,50.5,5.6
20-04-2016 13:00,20-04-2016 14:00,34.8,83.9,50.5,3.6
20-04-2016 14:00,20-04-2016 15:00,39,99.7,47.6,2.9
20-04-2016 15:00,20-04-2016 16:00,44,106.3,39.4,9.1
20-04-2016 16:00,20-04-2016 17:00,41,96.5,29.1,8.4
20-04-2016 17:00,20-04-2016 18:00,46.7,107.4,34.4,10.1
20-04-2016 18:00,20-04-2016 19:00,44.5,97.1,41.2,8.4
20-04-2016 19:00,20-04-2016 20:00,44.7,87.5,59,10.4
20-04-2016 20:00,20-04-2016 21:00,26.3,44.2,30.9,9.3
20-04-2016 21:00,20-04-2016 22:00,40,57.4,39.2,9.8
20-04-2016 22:00,20-04-2016 23:00,26.8,35.3,32.5,7.2
20-04-2016 23:00,21-04-2016 00:00,16.6,21.8,14.5,6.9
21-04-2016 00:00,21-04-2016 01:00,14.9,19,14.4,6.7
21-04-2016 01:00,21-04-2016 02:00,13.3,16.1,14.8,7.4
21-04-2016 02:00,21-04-2016 03:00,14.4,17.9,15.3,7.7
21-04-2016 03:00,21-04-2016 04:00,13.7,16.7,13.4,5.3
21-04-2016 04:00,21-04-2016 05:00,31.1,43.6,13.9,3.9
21-04-2016 05:00,21-04-2016 06:00,69.7,143.9,21.9,4.9
21-04-2016 06:00,21-04-2016 07:00,64.6,148.2,17.8,7.4
21-04-2016 07:00,21-04-2016 08:00,79.6,246.4,27.9,8.5
21-04-2016 08:00,21-04-2016 09:00,66.8,188.6,38.7,8.5
21-04-2016 09:00,21-04-2016 10:00,60.3,161,34.1,3.9
21-04-2016 10:00,21-04-2016 11:00,60.8,144.2,62.6,5.5
21-04-2016 11:00,21-04-2016 12:00,58.3,138.1,67.6,7.3
21-04-2016 12:00,21-04-2016 13:00,57.1,132.4,69.5,4.6
21-04-2016 13:00,21-04-2016 14:00,52.7,117.5,74.1,2.6
21-04-2016 14:00,21-04-2016 15:00,59.2,133.8,49.3,2.4
21-04-2016 15:00,21-04-2016 16:00,63.8,144.4,38.1,1.8
21-04-2016 16:00,21-04-2016 17:00,51,113.1,26.4,0
21-04-2016 17:00,21-04-2016 18:00,65,147.6,40.2,9.3
21-04-2016 18:00,21-04-2016 19:00,34.9,62.9,38.1,6.5
21-04-2016 19:00,21-04-2016 20:00,48,88.8,41.9,10.4
21-04-2016 20:00,21-04-2016 21:00,62.7,103,24.3,5.4
21-04-2016 21:00,21-04-2016 22:00,51.3,87,13.9,3.8
21-04-2016 22:00,21-04-2016 23:00,58.6,90.7,15.5,4.8
21-04-2016 23:00,22-04-2016 00:00,18.4,31.9,7.4,2.4
22-04-2016 00:00,22-04-2016 01:00,9.5,16.9,4.5,0.7
22-04-2016 01:00,22-04-2016 02:00,9.2,16.7,5.1,3
22-04-2016 02:00,22-04-2016 03:00,10,17,5.8,2.6
22-04-2016 03:00,22-04-2016 04:00,15.3,28.6,6,2
22-04-2016 04:00,22-04-2016 05:00,30,53.5,8.4,2.4
22-04-2016 05:00,22-04-2016 06:00,43.7,99.9,12,4.5
22-04-2016 06:00,22-04-2016 07:00,76.2,214.3,10.6,5.8
22-04-2016 07:00,22-04-2016 08:00,59.3,172,16.2,-0.2
22-04-2016 08:00,22-04-2016 09:00,49,149.8,27.7,-1.8
22-04-2016 09:00,22-04-2016 10:00,43.5,119.5,45.3,2
22-04-2016 10:00,22-04-2016 11:00,44.5,119.3,36.8,1.7
22-04-2016 11:00,22-04-2016 12:00,54.9,137.5,32.2,5.4
22-04-2016 12:00,22-04-2016 13:00,54.7,128.5,28.3,5.2
22-04-2016 13:00,22-04-2016 14:00,52.9,123.7,25.2,2.2
22-04-2016 14:00,22-04-2016 15:00,46,109.4,18.9,-0.1
22-04-2016 15:00,22-04-2016 16:00,46.7,117.9,25.2,1.7
22-04-2016 16:00,22-04-2016 17:00,41.1,97.2,29.5,10.3
22-04-2016 17:00,22-04-2016 18:00,38.3,91.9,29.9,9.9
22-04-2016 18:00,22-04-2016 19:00,45.6,91.7,15.2,6.5
22-04-2016 19:00,22-04-2016 20:00,55.2,101.1,11.8,4.1
22-04-2016 20:00,22-04-2016 21:00,55.4,98,19.1,4.6
22-04-2016 21:00,22-04-2016 22:00,54,100.8,24,4.8
22-04-2016 22:00,22-04-2016 23:00,44.1,78,22.4,4
22-04-2016 23:00,23-04-2016 00:00,46.4,82.4,20,4.3
23-04-2016 00:00,23-04-2016 01:00,31.7,51.8,16.1,2.9
23-04-2016 01:00,23-04-2016 02:00,16.6,26,11.1,1.2
23-04-2016 02:00,23-04-2016 03:00,12.8,22.8,9.9,-0.2
23-04-2016 03:00,23-04-2016 04:00,14.7,23.1,10.9,2.2
23-04-2016 04:00,23-04-2016 05:00,13.5,23.4,10.5,-0.3
23-04-2016 05:00,23-04-2016 06:00,11.2,18.6,6.1,0.5
23-04-2016 06:00,23-04-2016 07:00,31.3,76.6,9.7,1.6
23-04-2016 07:00,23-04-2016 08:00,31.6,67.4,21.3,1.6
23-04-2016 08:00,23-04-2016 09:00,33.5,72.6,25.1,-2.2
23-04-2016 09:00,23-04-2016 10:00,39,79.8,30.2,3.1
23-04-2016 10:00,23-04-2016 11:00,62.1,129.2,35,1.8
23-04-2016 11:00,23-04-2016 12:00,54.2,97.7,30.5,0.4
23-04-2016 12:00,23-04-2016 13:00,66.3,126.4,34.8,3.4
23-04-2016 13:00,23-04-2016 14:00,44.9,81.3,14.5,6.1
23-04-2016 14:00,23-04-2016 15:00,16.2,27.6,21.3,8.4
23-04-2016 15:00,23-04-2016 16:00,18.8,33.2,13.6,0.7
23-04-2016 16:00,23-04-2016 17:00,30.7,52.5,13.8,
23-04-2016 17:00,23-04-2016 18:00,41.1,73.5,33.2,11.3
23-04-2016 18:00,23-04-2016 19:00,46.4,78.3,33.4,4.6
23-04-2016 19:00,23-04-2016 20:00,42.1,68.9,23.8,6
23-04-2016 20:00,23-04-2016 21:00,45,74.1,24.9,7.4
23-04-2016 21:00,23-04-2016 22:00,54.6,90,25.6,6.6
23-04-2016 22:00,23-04-2016 23:00,21.3,30.3,9.2,2.9
23-04-2016 23:00,24-04-2016 00:00,34.8,46.9,11.3,4
24-04-2016 00:00,24-04-2016 01:00,43.3,66.5,11.3,3.4
24-04-2016 01:00,24-04-2016 02:00,12.2,14.7,7.7,3.7
24-04-2016 02:00,24-04-2016 03:00,30.8,47.2,8.5,3.4
24-04-2016 03:00,24-04-2016 04:00,21.6,32.6,8,2.1
24-04-2016 04:00,24-04-2016 05:00,22.4,32.4,7.2,2.3
24-04-2016 05:00,24-04-2016 06:00,15.5,25.2,6.2,3.2
24-04-2016 06:00,24-04-2016 07:00,15.8,27.2,5.8,2.2
24-04-2016 07:00,24-04-2016 08:00,15.4,28.2,5.8,1.6
24-04-2016 08:00,24-04-2016 09:00,22.5,43.3,9.1,0.4
24-04-2016 09:00,24-04-2016 10:00,33.6,72.7,18,1.3
24-04-2016 10:00,24-04-2016 11:00,47.4,104.4,17.8,1.8
24-04-2016 11:00,24-04-2016 12:00,40.9,88.2,32,2.1
24-04-2016 12:00,24-04-2016 13:00,45.9,87.1,15.4,-0.1
24-04-2016 13:00,24-04-2016 14:00,64.1,133.5,18.9,5.1
24-04-2016 14:00,24-04-2016 15:00,52.9,116.7,11,0
24-04-2016 15:00,24-04-2016 16:00,50.5,102.3,11.6,3.4
24-04-2016 16:00,24-04-2016 17:00,84.1,192.8,12.7,4.7
24-04-2016 17:00,24-04-2016 18:00,66.2,148.8,8,7.4
24-04-2016 18:00,24-04-2016 19:00,68.6,146.8,16.2,4.5
24-04-2016 19:00,24-04-2016 20:00,62.7,117.4,31.9,5.4
24-04-2016 20:00,24-04-2016 21:00,42.6,82.8,26.4,-1.2
24-04-2016 21:00,24-04-2016 22:00,27,49.9,19.3,2.2
24-04-2016 22:00,24-04-2016 23:00,30.7,53.8,16.9,4.1
24-04-2016 23:00,25-04-2016 00:00,26.5,42.1,17.6,3.3
25-04-2016 00:00,25-04-2016 01:00,21.3,32.3,15.6,4.2
25-04-2016 01:00,25-04-2016 02:00,15.8,24.9,11.8,4.2
25-04-2016 02:00,25-04-2016 03:00,9.8,15.3,9.8,2.5
25-04-2016 03:00,25-04-2016 04:00,14,22.3,9.9,2.9
25-04-2016 04:00,25-04-2016 05:00,18.9,31.5,14.3,2.6
25-04-2016 05:00,25-04-2016 06:00,54.4,103.9,27.9,5
25-04-2016 06:00,25-04-2016 07:00,90.6,266.3,36.4,4.6
25-04-2016 07:00,25-04-2016 08:00,76.3,216.6,31.9,5.6
25-04-2016 08:00,25-04-2016 09:00,72.3,216,32.7,3.8
25-04-2016 09:00,25-04-2016 10:00,72.2,213.8,34.2,5
25-04-2016 10:00,25-04-2016 11:00,70.4,181.4,50.8,6.6
25-04-2016 11:00,25-04-2016 12:00,77.5,186.8,46.3,6.7
25-04-2016 12:00,25-04-2016 13:00,60.8,147.5,42.1,8.4
25-04-2016 13:00,25-04-2016 14:00,71.2,163.3,49,5.2
25-04-2016 14:00,25-04-2016 15:00,84.1,190.4,42.8,6.4
25-04-2016 15:00,25-04-2016 16:00,51.8,108,42.9,6.4
25-04-2016 16:00,25-04-2016 17:00,52.8,116.1,33.7,9
25-04-2016 17:00,25-04-2016 18:00,66.8,157.7,29.9,-1.4
25-04-2016 18:00,25-04-2016 19:00,47.2,90.7,40.5,4.7
25-04-2016 19:00,25-04-2016 20:00,49.1,87.5,54.2,9.9
25-04-2016 20:00,25-04-2016 21:00,52.5,89.6,51.9,8.9
25-04-2016 21:00,25-04-2016 22:00,50,78.6,47.5,8.5
25-04-2016 22:00,25-04-2016 23:00,52.5,86.4,40.5,10
25-04-2016 23:00,26-04-2016 00:00,42.6,61.9,30.4,6.6
26-04-2016 00:00,26-04-2016 01:00,25.9,33.9,18.8,4.4
26-04-2016 01:00,26-04-2016 02:00,26.8,35.2,17.8,3.8
26-04-2016 02:00,26-04-2016 03:00,13.1,16.3,14.5,3.8
26-04-2016 03:00,26-04-2016 04:00,25.2,32.8,15.7,2.3
26-04-2016 04:00,26-04-2016 05:00,31.9,50,13.2,3.4
26-04-2016 05:00,26-04-2016 06:00,49.8,89.8,25.4,4
26-04-2016 06:00,26-04-2016 07:00,43.8,88.9,24.4,3.2
26-04-2016 07:00,26-04-2016 08:00,53.3,124.7,31.9,4.4
26-04-2016 08:00,26-04-2016 09:00,30.4,57.9,19.5,0.6
26-04-2016 09:00,26-04-2016 10:00,24.7,47.4,20.4,-2.1
26-04-2016 10:00,26-04-2016 11:00,39.1,90.7,60.3,-0.6
26-04-2016 11:00,26-04-2016 12:00,39.8,73.4,67.5,1.6
26-04-2016 12:00,26-04-2016 13:00,32.7,58,40.1,0.7
26-04-2016 13:00,26-04-2016 14:00,30,60,46.6,3
26-04-2016 14:00,26-04-2016 15:00,40.1,92.4,58.5,3
26-04-2016 15:00,26-04-2016 16:00,28.7,62.4,57.4,3.8
26-04-2016 16:00,26-04-2016 17:00,18.2,34.3,24,2.2
26-04-2016 17:00,26-04-2016 18:00,20.6,35.5,36.1,1.7
26-04-2016 18:00,26-04-2016 19:00,23.1,38.1,46.5,2.6
26-04-2016 19:00,26-04-2016 20:00,20.8,35.8,31.4,3.7
26-04-2016 20:00,26-04-2016 21:00,32.3,55.2,25.5,3.4
26-04-2016 21:00,26-04-2016 22:00,41.9,69.2,34,6.2
26-04-2016 22:00,26-04-2016 23:00,37.4,61.1,26.7,6
26-04-2016 23:00,27-04-2016 00:00,19.7,33.4,19.4,4.1
27-04-2016 00:00,27-04-2016 01:00,13.9,24.2,15.6,5.2
27-04-2016 01:00,27-04-2016 02:00,15,23.6,13.7,5
27-04-2016 02:00,27-04-2016 03:00,16.8,26.1,16.8,5.4
27-04-2016 03:00,27-04-2016 04:00,20,31.9,16.3,5.2
27-04-2016 04:00,27-04-2016 05:00,25.7,45.2,15.2,5.1
27-04-2016 05:00,27-04-2016 06:00,51.7,110.3,18.2,5.3
27-04-2016 06:00,27-04-2016 07:00,78.5,230.7,12.6,6.3
27-04-2016 07:00,27-04-2016 08:00,68.8,190.5,14.5,3.8
27-04-2016 08:00,27-04-2016 09:00,85.6,249.9,41.9,4.9
27-04-2016 09:00,27-04-2016 10:00,85.4,249,47.2,4.8
27-04-2016 10:00,27-04-2016 11:00,88.6,234.2,73,1.2
27-04-2016 11:00,27-04-2016 12:00,73.3,163.3,55,5.4
27-04-2016 12:00,27-04-2016 13:00,54,97.1,41.3,6.5
27-04-2016 13:00,27-04-2016 14:00,76.5,175.8,24.6,9
27-04-2016 14:00,27-04-2016 15:00,63.4,141,27,3.5
27-04-2016 15:00,27-04-2016 16:00,84.5,208.2,29.7,-0.2
27-04-2016 16:00,27-04-2016 17:00,97.4,254.5,40,2.2
27-04-2016 17:00,27-04-2016 18:00,61.6,126.3,46.3,2.5
27-04-2016 18:00,27-04-2016 19:00,61.8,119.1,39,1
27-04-2016 19:00,27-04-2016 20:00,60.5,105.1,41,5
27-04-2016 20:00,27-04-2016 21:00,49.5,76.8,32.3,3
27-04-2016 21:00,27-04-2016 22:00,43.3,60.5,27.8,5.7
27-04-2016 22:00,27-04-2016 23:00,35,52.7,28,6.9
27-04-2016 23:00,28-04-2016 00:00,24.6,36.5,25.1,7.9
28-04-2016 00:00,28-04-2016 01:00,10.7,17.5,15.6,4.4
28-04-2016 01:00,28-04-2016 02:00,10.8,15.7,14.1,2.6
28-04-2016 02:00,28-04-2016 03:00,8,11.2,8.1,1.8
28-04-2016 03:00,28-04-2016 04:00,5.9,8.1,4.1,-0.4
28-04-2016 04:00,28-04-2016 05:00,8.4,11.3,5.9,0.2
28-04-2016 05:00,28-04-2016 06:00,15.6,24.9,6.8,0.5
28-04-2016 06:00,28-04-2016 07:00,56.3,122.4,8.8,3.5
28-04-2016 07:00,28-04-2016 08:00,63.1,125.7,10.7,2.9
28-04-2016 08:00,28-04-2016 09:00,82.5,192.2,13.9,2.9
28-04-2016 09:00,28-04-2016 10:00,71.3,162.7,7.4,1.5
28-04-2016 10:00,28-04-2016 11:00,72.4,195.3,9.2,3.1
28-04-2016 11:00,28-04-2016 12:00,79.5,206.9,12.7,5.8
28-04-2016 12:00,28-04-2016 13:00,74,165.9,14.9,5.6
28-04-2016 13:00,28-04-2016 14:00,65,157,21.1,7.3
28-04-2016 14:00,28-04-2016 15:00,25.6,47.9,15,5.6
28-04-2016 15:00,28-04-2016 16:00,28.9,49.8,20.5,8.1
28-04-2016 16:00,28-04-2016 17:00,23,40.8,21.5,7.4
28-04-2016 17:00,28-04-2016 18:00,20.5,29.2,17.5,5.7
28-04-2016 18:00,28-04-2016 19:00,20.6,28.6,12,7.1
28-04-2016 19:00,28-04-2016 20:00,41.1,73.3,17.4,7.7
28-04-2016 20:00,28-04-2016 21:00,34.9,62.1,8.9,4.2
28-04-2016 21:00,28-04-2016 22:00,19.4,32.6,5.7,-0.9
28-04-2016 22:00,28-04-2016 23:00,32.5,56.2,7.2,2.7
28-04-2016 23:00,29-04-2016 00:00,34.5,54.7,9.4,2.9
29-04-2016 00:00,29-04-2016 01:00,20.2,30.7,8.6,3
29-04-2016 01:00,29-04-2016 02:00,19,29.2,7,1.4
29-04-2016 02:00,29-04-2016 03:00,19.9,31.5,6.5,0.8
29-04-2016 03:00,29-04-2016 04:00,20.1,31.8,4.2,2.1
29-04-2016 04:00,29-04-2016 05:00,23,37.3,5.9,1.3
29-04-2016 05:00,29-04-2016 06:00,42,75.2,10.8,2.8
29-04-2016 06:00,29-04-2016 07:00,101.6,259.5,12.1,6.3
29-04-2016 07:00,29-04-2016 08:00,87.6,200.5,16.8,4.5
29-04-2016 08:00,29-04-2016 09:00,77.7,185.4,22.6,6.2
29-04-2016 09:00,29-04-2016 10:00,42.1,83.2,16.2,3
29-04-2016 10:00,29-04-2016 11:00,51.8,109.5,44.6,2.9
29-04-2016 11:00,29-04-2016 12:00,52.3,111.9,42.3,5.7
29-04-2016 12:00,29-04-2016 13:00,92.5,211.7,34.7,4.4
29-04-2016 13:00,29-04-2016 14:00,98.5,212.3,29.4,2
29-04-2016 14:00,29-04-2016 15:00,71.5,144.7,35.2,4.8
29-04-2016 15:00,29-04-2016 16:00,75.7,164.6,24.3,5.7
29-04-2016 16:00,29-04-2016 17:00,79.1,181.7,33.6,6.7
29-04-2016 17:00,29-04-2016 18:00,60.7,118.8,42.1,4.6
29-04-2016 18:00,29-04-2016 19:00,51.2,90.8,42.2,9.3
29-04-2016 19:00,29-04-2016 20:00,54,92.8,40,13
29-04-2016 20:00,29-04-2016 21:00,60,98.5,38.1,10.7
29-04-2016 21:00,29-04-2016 22:00,57.4,84.8,37.1,10.5
29-04-2016 22:00,29-04-2016 23:00,42.7,61.6,35.1,12.1
29-04-2016 23:00,30-04-2016 00:00,37.3,52.7,33.4,11.7
30-04-2016 00:00,30-04-2016 01:00,28.8,39.6,29.8,10.7
30-04-2016 01:00,30-04-2016 02:00,19.3,25.9,27.7,8.9
30-04-2016 02:00,30-04-2016 03:00,23.6,33.7,23.2,9.8
30-04-2016 03:00,30-04-2016 04:00,22.2,30.1,23.7,9
30-04-2016 04:00,30-04-2016 05:00,23.3,31.8,21.9,11.1
30-04-2016 05:00,30-04-2016 06:00,18.1,28.7,23.7,11.1
30-04-2016 06:00,30-04-2016 07:00,22.1,37.6,25.5,10
30-04-2016 07:00,30-04-2016 08:00,41.7,72.2,27.2,6.9
30-04-2016 08:00,30-04-2016 09:00,48.6,88.8,36,7
30-04-2016 09:00,30-04-2016 10:00,52,93.7,35.8,9.2
30-04-2016 10:00,30-04-2016 11:00,61.9,100.1,41.1,12.9
30-04-2016 11:00,30-04-2016 12:00,53.7,91.7,43.8,12.6
30-04-2016 12:00,30-04-2016 13:00,33.5,58.3,37.6,11.9
30-04-2016 13:00,30-04-2016 14:00,39.1,71,39.7,13
30-04-2016 14:00,30-04-2016 15:00,17.4,33.7,35.5,12.7
30-04-2016 15:00,30-04-2016 16:00,12.6,20.7,38.8,14.4
30-04-2016 16:00,30-04-2016 17:00,24,42.3,42.1,13.8
30-04-2016 17:00,30-04-2016 18:00,29.3,53.9,39.9,15.6
30-04-2016 18:00,30-04-2016 19:00,14.2,22.5,31.2,15.4
30-04-2016 19:00,30-04-2016 20:00,26.6,39.7,35.2,17
30-04-2016 20:00,30-04-2016 21:00,33.5,46.5,38.8,22
30-04-2016 21:00,30-04-2016 22:00,26.2,35.2,43.9,32.8
30-04-2016 22:00,30-04-2016 23:00,20.7,26.8,45.6,32.3
30-04-2016 23:00,01-05-2016 00:00,30,42,49.8,32.4
